run_id,run_type,model,topology,seed,val_macro_f1,test_macro_f1,test_balanced_acc,best_epoch,duration_seconds,manifest_hash
mlp_none_seed42,baseline,mlp,none,42,0.42547628652687014,0.3974624615240092,0.3854830452882802,1,36.07112407684326,0351ed84fc34e73ae0ff71f0d9dca392d1201c687cb8d8337804c63a2449dfb0
mlp_none_seed43,baseline,mlp,none,43,0.41781416429703794,0.39627858538824956,0.38435585519802623,1,17.76712441444397,3f66a8c90aad2d100f3dd8d7323a04bbfb5e7c2a5a6a210e2d3267e3f95c3e15
mlp_none_seed44,baseline,mlp,none,44,0.42027789569561785,0.3938068637201035,0.38200712596763803,1,17.729989290237427,91902c1af733ba3a40cfaf9d45997c5b37d9b8159f7c10f8a283d359062d236b
mlp_none_seed45,baseline,mlp,none,45,0.42626833228306926,0.3947283835717458,0.3822833722081774,1,22.591942310333252,806d6131f21d744740b33637448bff1c0ac50caa7e8dbe4601f34ca2e5f53627
mlp_none_seed46,baseline,mlp,none,46,0.41831398932903324,0.3955045949713781,0.3836822686401232,1,19.9838387966156,b376c21d2978f8af548e7523f2f0899cce3a69f2cde7054d5462daab12a0ed72
mlp_none_seed47,baseline,mlp,none,47,0.41989901687651315,0.39308480406264534,0.38047038479201983,1,13.844596862792969,bceeb5ff0ea3c3f6b53f8946cb0a257fe880ba44716a4ffe163a86f0ac465434
mlp_none_seed48,baseline,mlp,none,48,0.4214444520804257,0.3955389262298371,0.38373028828380784,1,23.96622896194458,2f35995fb55f502bbb7428dc2184cfa5a45afd23d59e3dfb5f6d2585aa098aa9
mlp_none_seed49,baseline,mlp,none,49,0.4091309841396793,0.3883138958106406,0.37600513454282236,1,12.75989031791687,54b67ed1f57a4ff6a745c98ca152fb6680cf635deaa98155e1347e78ef992aca
mlp_none_seed50,baseline,mlp,none,50,0.42267322149201364,0.39747603956115063,0.3854540332294118,1,19.127217769622803,3b867585866b5f251f3e18b1c8d2ce63f32fe9524159fbc503c43f1f1469aed3
mlp_none_seed51,baseline,mlp,none,51,0.4220200931553492,0.39338258764153256,0.38165908448012587,1,19.8489191532135,d2da4faf82ce663c6793d643895deaf69fd333b12345801f798934ee921e40be
random_forest_none_seed42,baseline,random_forest,none,42,0.3805976994593053,0.3364625217856925,0.32490414314261024,1,13.395690679550171,afcdf18245b1311252fcaf4d2725ba055da2624db89daa3a9da82f3d5061aff1
gat_bipartite_ref_k20_seed42,sweep,gat,bipartite_ref_k20,42,0.3796233945874145,0.35152391099260166,0.34243546677418835,1,13.304746627807617,76f2d196f2baf97b521fec79a66218b84d4b270ae3214691739bf77889e92f9e
gat_bipartite_ref_k20_seed43,sweep,gat,bipartite_ref_k20,43,0.38186601651004487,0.35007218446959326,0.33901536221412515,1,10.736696481704712,f5cf2ab50a0b7332a272722f4616daff09f1f8668c6fc3b5f33a2047ab66be77
