run_id,run_type,model,topology,seed,val_macro_f1,test_macro_f1,test_balanced_acc,best_epoch,duration_seconds,manifest_hash
mlp_none_seed42,baseline,mlp,none,42,0.5246656218942934,0.5272010898145084,0.5262623630785581,1,31.471318006515503,25b7bee64b66c7fb75e0b3f268bd1423fbb7bb2023cc17fe2ea42de6783cfe26
mlp_none_seed43,baseline,mlp,none,43,0.5269845334605054,0.5329198012681824,0.5307711422291017,1,27.65297508239746,e4560bff2dc7b2ed31853356d2e9929ea420a184fb805518868c11dc47b987fa
mlp_none_seed44,baseline,mlp,none,44,0.520922771145831,0.5246307884930671,0.5246244136499588,1,27.03438711166382,46405d7579b64cb707f930b164ec892703206062c1a8596bb9e39bf74873925d
mlp_none_seed45,baseline,mlp,none,45,0.5259875932557724,0.526620248413634,0.5244114308694512,1,30.94821000099182,f6b9d190adf6d850d325a2ceae54f3b67158ce523868f21c188a554af4c9d39b
mlp_none_seed46,baseline,mlp,none,46,0.5125722694249112,0.526604626193451,0.5247488695972639,1,26.727964878082275,09da7e1763206f301b694ca83488ce0199da99151b347864e8f668bf0ac1302d
mlp_none_seed47,baseline,mlp,none,47,0.5115338475182988,0.5280525626796309,0.5277615395523424,1,28.843750953674316,8da1883ec5cf241ff383be002ba85b0967c6f37b9f9eec6d80cf9ed8c10669ee
mlp_none_seed48,baseline,mlp,none,48,0.5155276407036034,0.5297192301235709,0.5237787062826742,1,26.861982107162476,7c237d52898eb5a996c5b297633751b7062d219d1d35f6caa7258387a53d4600
mlp_none_seed49,baseline,mlp,none,49,0.5139364017410404,0.525364014681534,0.5208139254043708,1,28.23715615272522,713241f16368aec3b6ae14826b111cdd6d7ece5f70b03aef32afd3ce73c9dd60
mlp_none_seed50,baseline,mlp,none,50,0.5086098530937889,0.5207010466483664,0.517485256434364,1,26.06127905845642,70fdc220039e2a52eb362c6466936e06d6a24dd70ca8c1c3008a04f3e73ec702
mlp_none_seed51,baseline,mlp,none,51,0.5256250699422984,0.5310794600739024,0.5263856197851909,1,28.536790132522583,3eac7b974a85f3d6ff741074f763f02ba347a4de86d6a29f81faf3694aaf749a
random_forest_none_seed42,baseline,random_forest,none,42,0.47363239060536444,0.46832283813447906,0.45494802284955677,1,22.59205412864685,1ed88d6a58685338a0e591cb91e2dc27da7af54c6d11be1b287724d1d0dbb1b5
gat_bipartite_ref_k20_seed42,sweep,gat,bipartite_ref_k20,42,0.510568954575196,0.535628063335605,0.5236335212217141,1,21.12869381904602,e3ee63efcc72cea4382b8990753e8ce9747fe19519bc477c73efe1df5fb2ef32
gat_bipartite_ref_k20_seed43,sweep,gat,bipartite_ref_k20,43,0.5336362505970494,0.5483148502750608,0.5324439946128195,1,21.58051061630249,251cd4f161fe6512af5cce826adcc9310c2f5a19edb7d44562ac188bd56430ee
gat_bipartite_ref_k20_seed44,sweep,gat,bipartite_ref_k20,44,0.5231720772329777,0.5300815667387717,0.5154058757791818,1,21.44303607940674,4ed10936d94a9987ab69e2990d13bf4e1a620c12f9950caa7c9d823a902444e8
gat_bipartite_ref_k20_seed45,sweep,gat,bipartite_ref_k20,45,0.5374430356106417,0.5476272191445717,0.531631253913452,1,21.443307399749756,fa0a23c6fd74589164e782aa479aa14a67e6ef7fe5809bbc81b8b62e63e4c121
gat_bipartite_ref_k20_seed46,sweep,gat,bipartite_ref_k20,46,0.5345013366581696,0.5285974199998574,0.5125098660458435,1,21.519036054611206,185bf17f76f1b4a13c3cba05e9bf3e840ba7fb8d9dc402ebc74b889eccf8bd78
gat_bipartite_ref_k20_seed47,sweep,gat,bipartite_ref_k20,47,0.5357634446904294,0.527391406361905,0.5124212482999291,1,22.82065463066101,3256425869065406317e0f888c469a5d6e24645f7af789c888b3418c32154fe7
gat_bipartite_ref_k20_seed48,sweep,gat,bipartite_ref_k20,48,0.5114354207248135,0.5488530810151381,0.5360889303940853,1,23.072346687316895,3efd3d51d7d41b4a69aaecd3a9c600719d8fba3fa3cf3af203a391fbccf7b1df
gat_bipartite_ref_k20_seed49,sweep,gat,bipartite_ref_k20,49,0.5290942495080656,0.5414645812984222,0.5291744114629542,1,23.912518978118896,b194a60685f06261cf3769b2768266b27058788c062857d684ba045a061028d9
gat_bipartite_ref_k20_seed50,sweep,gat,bipartite_ref_k20,50,0.46123465826375387,0.4766074033521153,0.4730197393336807,1,16.824557542800903,3f4dbe71d3727f2303d863809e15b657e0bbb127d6245ecf22395a109670d2ba
gat_bipartite_ref_k20_seed51,sweep,gat,bipartite_ref_k20,51,0.5319192561421499,0.5516364356819926,0.5372928499326701,1,23.857857942581177,d510d74239d0cc2cfef2b20a7f7a8ebcd76eb6c41e9cb94818b82602293d32f4
