run_id,run_type,model,topology,seed,val_macro_f1,test_macro_f1,test_balanced_acc,best_epoch,duration_seconds,manifest_hash
mlp_none_seed42,baseline,mlp,none,42,0.7585890929352479,0.5818577530573945,0.6624755323524129,1,3.7188408374786377,c320be2f050bf0c70b2c1b6a3d83bb1449ecb0ab370e9c905ecf09d8a04f27c0
mlp_none_seed43,baseline,mlp,none,43,0.769018980652454,0.5483099511498232,0.633672203364664,1,7.129406929016113,be15479c929acd0a4e2d9aaaec0a35789b33b47b003a0baafe9579fd53880b57
mlp_none_seed44,baseline,mlp,none,44,0.7595396876503093,0.571557634334274,0.652532897513159,1,2.71451473236084,1b52efe841c30e003aabe15f904df1aafcd24429d3393a5c36284b3094ca27ca
mlp_none_seed45,baseline,mlp,none,45,0.7599481170860026,0.5477280557943172,0.634405661465725,1,4.026078939437866,49a5f64ff35b30f8b9d69c2c2a253b72f57e1cff2bc4aa36ff884f1ba37f91a9
mlp_none_seed46,baseline,mlp,none,46,0.7665856332195659,0.5640186491499752,0.6459350866117591,1,15.260917901992798,0283159d316e35dab60731ea27895b1dc678944c6e16f07645192102cce11c1b
mlp_none_seed47,baseline,mlp,none,47,0.760295639507774,0.5564216318190902,0.6389200297625913,1,4.316359996795654,41ebc346ee7cbbe163648607123cc0ff38bf635648ac2a92fe74621648a9c472
mlp_none_seed48,baseline,mlp,none,48,0.776935482415054,0.5606389423403383,0.6465226295745081,1,3.6428542137145996,1a1559c956dee58e8302c1324dae846fb141b796f9cfab27c329724b9c438af0
mlp_none_seed49,baseline,mlp,none,49,0.7673505560645992,0.5547859723921285,0.6397408610320202,1,3.1402087211608887,db0b5ca108f6c59f727e625000b7b0aab16f37f941020efe238a7ffc13095ac8
mlp_none_seed50,baseline,mlp,none,50,0.7717188787385223,0.5516860023366522,0.6371731921072179,1,4.015216827392578,5bc826936f2d27eae7f45a0355276d86579e873dfdcb2f587a1dae0c8ed970f0
mlp_none_seed51,baseline,mlp,none,51,0.7593058761088117,0.5633428204981005,0.6489929432840355,1,5.679674863815308,8e8f419157f42827758481f8de10477e304017d64546d2dc79032733164a2900
random_forest_none_seed42,baseline,random_forest,none,42,0.6884458514866544,0.5184243486173226,0.6046775062927177,1,2.5841760635375977,b8beb7ca51a0541849be599fdd57868b6d6da8f7b3b2383e45ae669119fba24b
gat_spatial_knn_k6_seed42,sweep,gat,spatial_knn_k6,42,0.2201004938319831,0.28856728976436774,0.3935970359703532,1,0.916511058807373,4a5f3bbc12958f407bbbdc1d1f5e3aab7817ab5b2225c5070c7cdf147dcafc3e
gcn_spatial_knn_k6_seed42,sweep,gcn,spatial_knn_k6,42,0.2636226591182415,0.29174237112787066,0.39411074655104733,1,1.1160120964050293,b4875b111335cf4ae0b4bd8e7708bc18eb25aebee7314ca420e3e56fe4b4ecce
gin_spatial_knn_k6_seed42,sweep,gin,spatial_knn_k6,42,0.4113886343094715,0.4276070281629845,0.5119014403502263,1,0.6388881206512451,8634fb548dc4ac6ef07bd4c174e36b8bfedde9712373bd8613ded0c9bb3d89ca
graphsage_spatial_knn_k6_seed42,sweep,graphsage,spatial_knn_k6,42,0.3414409989317539,0.34671929323516204,0.43329909312240344,1,0.5667209625244141,c8210194b513dda2475633b66f14fb2f9a34b5784a990032a8795965d6582454
