run_id,run_type,model,topology,seed,val_macro_f1,test_macro_f1,test_balanced_acc,best_epoch,duration_seconds,manifest_hash
gat_bipartite_ref_k20_seed42,sweep,gat,bipartite_ref_k20,42,0.7371959122309075,0.7527371558830274,0.7430779941685044,1,62.55117106437683,bcd4f91c2c5776b2d743c30fcae2ef8e50d9428886cfd640638476fd5e69f657
gat_bipartite_ref_k20_seed43,sweep,gat,bipartite_ref_k20,43,0.7379498424481129,0.7556462276347993,0.7492341432190306,1,64.81808352470398,1a64b2e728336ae8625401fd1ce62efeae2ecb9147be84570a9814706c0cecc9
gat_bipartite_ref_k20_seed44,sweep,gat,bipartite_ref_k20,44,0.7160382113565217,0.7230279812188416,0.71850921381126,1,44.09959864616394,a812d72d860b0a2fd01870e839778ddefd72fea5ad1651dfe0c15e3aa9f5ae3c
gat_bipartite_ref_k20_seed45,sweep,gat,bipartite_ref_k20,45,0.738353057040823,0.756094908554699,0.7479244043627868,1,66.15294694900513,cac579f2de9e310afc83a3444a195346cf6d5c8b0da7ad36f9c645a62ae31efe
gat_bipartite_ref_k20_seed46,sweep,gat,bipartite_ref_k20,46,0.7113328047086147,0.7199536332194315,0.7151436488637474,1,35.57273721694946,276d4d1734c576565f8f207fd1493a489c0e03180dde5e8c48729343abeb64aa
gat_bipartite_ref_k20_seed47,sweep,gat,bipartite_ref_k20,47,0.7330525852950702,0.7534889840759105,0.7432933013828794,1,57.5942862033844,32b8f7963633f58a9d9f2867547782a47aea02924adf61397cbf935b0b54e064
gat_bipartite_ref_k20_seed48,sweep,gat,bipartite_ref_k20,48,0.7280172017726998,0.7399137914539048,0.7295251223205275,1,56.44977927207947,a3c26640cf33061bbef18b3408d61ac3550cef0d0214b073d843d304509bffba
gat_bipartite_ref_k20_seed49,sweep,gat,bipartite_ref_k20,49,0.7329629762381102,0.7410354361046131,0.7296440319749042,1,45.518311500549316,de3082040ee74d9c1c545d5d6084f646cf30e81a1d10b44eb2c93c58ad1f4d81
gat_bipartite_ref_k20_seed50,sweep,gat,bipartite_ref_k20,50,0.7116963056155838,0.7211022962732667,0.7158611593945373,1,36.929826498031616,1824d448f8e5cefd8f20b88aa6032425e48ac1606f216892d0f47c6f6831fda1
gat_bipartite_ref_k20_seed51,sweep,gat,bipartite_ref_k20,51,0.7350329191029299,0.7522730692851403,0.7418544562603442,1,56.64832949638367,ace68176b99db3cf0561e1b8c952b8bb43bb664231f3fc4d36643fa369f40090
gat_rewired_spatial_knn_k12_seed42,sweep,gat,rewired_spatial_knn_k12,42,0.0379699867442025,0.0330401728772151,0.05020906671062888,1,4.589141368865967,a3c8a9888f9db92742ef83b601a820d0284e798ce92fb9cb54d513ed83505400
gat_rewired_spatial_knn_k12_seed43,sweep,gat,rewired_spatial_knn_k12,43,0.020833966527758693,0.021625137322862146,0.04881278712107933,1,5.353955507278442,7956b94e5bc7fb82fd187707b1b0920bdf968c1dbe8c5be1cb118a22ea10532b
gat_rewired_spatial_knn_k12_seed44,sweep,gat,rewired_spatial_knn_k12,44,0.03350585719760169,0.03066352587818725,0.051240967535366846,1,6.518945217132568,394116f51d215de14b34cc6bf525ddd50186ef7c4d1c91a77f7471b014a63a98
gat_rewired_spatial_knn_k12_seed45,sweep,gat,rewired_spatial_knn_k12,45,0.04240744457351028,0.04099265030145329,0.05057376594901129,1,5.369890928268433,7cdfc6f91caf443f1c2c31251bd04ee6ec019b78d696939d89000f87a3d04da9
gat_rewired_spatial_knn_k12_seed46,sweep,gat,rewired_spatial_knn_k12,46,0.030693270833716608,0.029348252994921838,0.04944495661134943,1,4.200266122817993,571186b90e48a102e653ebb3578ef6b1c6fe1a0a3506ab071448dbcc3dd97e78
gat_rewired_spatial_knn_k12_seed47,sweep,gat,rewired_spatial_knn_k12,47,0.07329284454089131,0.057535052829977264,0.0773661564785936,1,38.72700810432434,210b448debbb022f9a32c284de25501a2cb06fd6a855b71834f592321d9560f1
gat_rewired_spatial_knn_k12_seed48,sweep,gat,rewired_spatial_knn_k12,48,0.039253288025687026,0.033138129767453485,0.05101192788871121,1,6.14456844329834,6153dedbe0d6cf4543cab010e269af7265c7cc36af8a6c4639b3072ddef1f819
gat_rewired_spatial_knn_k12_seed49,sweep,gat,rewired_spatial_knn_k12,49,0.04440773083203925,0.03979329164705409,0.0495796447089346,1,4.60682487487793,bfc6ce62f691b7018530b7a82d4966ca28abe8536cce06357d8c9ee48c6200dd
gat_rewired_spatial_knn_k12_seed50,sweep,gat,rewired_spatial_knn_k12,50,0.07817406653631201,0.06564520021761226,0.08319195158125976,1,33.16794300079346,ca5095336e78e1f0ae93811bdb66960b88ffd71408f056aaf10b02d18c7b35e5
gat_rewired_spatial_knn_k12_seed51,sweep,gat,rewired_spatial_knn_k12,51,0.053087076764343585,0.043073811001004304,0.06124829990430506,1,11.987727403640747,b7d9929976ed406fadf31f93ada2559616708a4c2aa5aa040d65d4a75e7e39d5
gat_rewired_spatial_knn_k6_seed42,sweep,gat,rewired_spatial_knn_k6,42,0.045350834885587644,0.04457150848934742,0.052433542508661335,1,3.1511423587799072,9d1fba276f6d24591127808606a6644f4d67343b670b0d1a38a79f82f9b2be8a
gat_rewired_spatial_knn_k6_seed43,sweep,gat,rewired_spatial_knn_k6,43,0.03700813135136893,0.02886602232860171,0.05349181810122004,1,4.318381071090698,ab7beebd4e4d9935ac8acfa764238f7383b5f7e0b6c09ca00c51715e4f181645
gat_rewired_spatial_knn_k6_seed44,sweep,gat,rewired_spatial_knn_k6,44,0.18056326205867942,0.17619114195019758,0.18729367487644952,1,26.51548957824707,919d0a32592f30c400d15e5b4ee6474d093bbe2f352a3e55c87083d049e824b6
gat_rewired_spatial_knn_k6_seed45,sweep,gat,rewired_spatial_knn_k6,45,0.09640302012548048,0.08986276511313865,0.11157144148266433,1,18.45997428894043,d45d397692bb43053dd50061547b60242d44986d155a05e740a4f8f0307f72bf
